Starostits,I	2456	2011.11.03	B12	18th European Teams		2011.11.03			65	1/2-1/2	1.8.4	Porto Carras GRE		Jones,G	2635	England	twic887.pgn	B12
Nyback,T	2631	2011.11.03	A35	18th European Teams		2011.11.03			63	1/2-1/2	1.9.1	Porto Carras GRE		Giri,A	2714	Netherlands	twic887.pgn	A35
Sokolov,Ivan	2646	2011.11.03	A50	18th European Teams		2011.11.03			70	0-1	1.9.2	Porto Carras GRE		Sammalvuo,T	2492	Finland	twic887.pgn	A50
Agopov,M	2450	2011.11.03	B33	18th European Teams		2011.11.03			67	1/2-1/2	1.9.3	Porto Carras GRE		Smeets,J	2615	Netherlands	twic887.pgn	B33
Stellwagen,D	2627	2011.11.03	E73	18th European Teams		2011.11.03			190	1-0	1.9.4	Porto Carras GRE		Karttunen,M	2434	Finland	twic887.pgn	E73
Naiditsch,A	2712	2011.11.03	B90	18th European Teams		2011.11.03			91	0-1	1.10.1	Porto Carras GRE		Djukic,Ni	2493	Montenegro	twic887.pgn	B90
Blagojevic,Dr	2514	2011.11.03	A13	18th European Teams		2011.11.03			149	1/2-1/2	1.10.2	Porto Carras GRE		Meier,Geo	2659	Germany	twic887.pgn	A13
Gustafsson,J	2633	2011.11.03	D00	18th European Teams		2011.11.03			66	1/2-1/2	1.10.3	Porto Carras GRE		Kosic,D	2502	Montenegro	twic887.pgn	D00
Kalezic,B	2461	2011.11.03	D30	18th European Teams		2011.11.03			80	1-0	1.10.4	Porto Carras GRE		Buhmann,R	2612	Germany	twic887.pgn	D30
Georgiev,Vl	2553	2011.11.03	A41	18th European Teams		2011.11.03			63	0-1	1.11.1	Porto Carras GRE		Rodshtein,M	2645	Israel	twic887.pgn	A46
Sutovsky,E	2696	2011.11.03	B90	18th European Teams		2011.11.03			105	0-1	1.11.2	Porto Carras GRE		Nedev,Tr	2493	FYROM	twic887.pgn	B90
Pancevski,F	2442	2011.11.03	B08	18th European Teams		2011.11.03			90	1-0	1.11.3	Porto Carras GRE		Roiz,M	2651	Israel	twic887.pgn	B08
Postny,E	2640	2011.11.03	C67	18th European Teams		2011.11.03			115	0-1	1.11.4	Porto Carras GRE		Stanojoski,Z	2470	FYROM	twic887.pgn	C67
Navara,D	2724	2011.11.03	B47	18th European Teams		2011.11.03			53	0-1	1.12.1	Porto Carras GRE		Lie,K	2560	Norway	twic887.pgn	B47
Elsness,F	2506	2011.11.03	D43	18th European Teams		2011.11.03			68	1-0	1.12.2	Porto Carras GRE		Hracek,Z	2628	Czech Republic	twic887.pgn	D43
Stocek,J	2600	2011.11.03	E32	18th European Teams		2011.11.03			61	0-1	1.12.3	Porto Carras GRE		Johannessen,LE	2515	Norway	twic887.pgn	E32
Getz,N	2369	2011.11.03	D56	18th European Teams		2011.11.03			36	1/2-1/2	1.12.4	Porto Carras GRE		Babula,V	2565	Czech Republic	twic887.pgn	D56
Danielsen,Hen	2542	2011.11.03	C11	18th European Teams		2011.11.03			50	1-0	1.13.1	Porto Carras GRE		Vallejo Pons,F	2705	Spain	twic887.pgn	C11
Shirov,A	2705	2011.11.03	E32	18th European Teams		2011.11.03			84	1-0	1.13.2	Porto Carras GRE		Gretarsson,Hj	2452	Iceland	twic887.pgn	E32
Thorfinnsson,Br	2421	2011.11.03	D45	18th European Teams		2011.11.03			154	1-0	1.13.3	Porto Carras GRE		Salgado Lopez,I	2621	Spain	twic887.pgn	D45
Illescas Cordoba,M	2609	2011.11.03	A15	18th European Teams		2011.11.03			163	1/2-1/2	1.13.4	Porto Carras GRE		Thorfinnsson,Bj	2402	Iceland	twic887.pgn	A15
Socko,B	2635	2011.11.03	A28	18th European Teams		2011.11.03			156	1-0	1.14.1	Porto Carras GRE		Sulskis,S	2577	Lithuania	twic887.pgn	A28
Zagorskis,D	2497	2011.11.03	B90	18th European Teams		2011.11.03			70	1-0	1.14.2	Porto Carras GRE		Bartel,Mat	2653	Poland	twic887.pgn	B90
Miton,K	2622	2011.11.03	E71	18th European Teams		2011.11.03			84	1/2-1/2	1.14.3	Porto Carras GRE		Labeckas,K	2410	Lithuania	twic887.pgn	E71
Klabis,R	2100	2011.11.03	A42	18th European Teams		2011.11.03			80	1/2-1/2	1.14.4	Porto Carras GRE		Macieja,B	2616	Poland	twic887.pgn	A42
Yilmaz,M	2515	2011.11.03	A05	18th European Teams		2011.11.03			80	1-0	1.15.1	Porto Carras GRE		Pantsulaia,L	2588	Georgia	twic887.pgn	A05
Mchedlishvili,M	2636	2011.11.03	E90	18th European Teams		2011.11.03			210	1-0	1.15.2	Porto Carras GRE		Can,E	2465	Turkey	twic887.pgn	E90
Ali Marandi,C	2275	2011.11.03	D11	18th European Teams		2011.11.03			88	1/2-1/2	1.15.3	Porto Carras GRE		Gagunashvili,M	2577	Georgia	twic887.pgn	D11
Zarkua,D	2443	2011.11.03	B03	18th European Teams		2011.11.03			68	1-0	1.15.4	Porto Carras GRE		Sanal,V	2275	Turkey	twic887.pgn	B03
Stevic,H	2612	2011.11.03	C45	18th European Teams		2011.11.03			79	0-1	1.16.1	Porto Carras GRE		Tate,A	2334	Scotland	twic887.pgn	C45
Morrison,G SCO	2339	2011.11.03	B45	18th European Teams		2011.11.03			93	1/2-1/2	1.16.2	Porto Carras GRE		Saric,Iv	2648	Croatia	twic887.pgn	B45
Palac,M	2580	2011.11.03	E58	18th European Teams		2011.11.03			88	1/2-1/2	1.16.3	Porto Carras GRE		Muir,A	2311	Scotland	twic887.pgn	E58
Roberts,P	2222	2011.11.03	C42	18th European Teams		2011.11.03			60	1-0	1.16.4	Porto Carras GRE		Brkic,A	2605	Croatia	twic887.pgn	C42
Williams,AH	2353	2011.11.03	E33	18th European Teams		2011.11.03			66	1-0	1.17.1	Porto Carras GRE		Parligras,M	2650	Romania	twic887.pgn	E33
Vajda,Le	2584	2011.11.03	B06	18th European Teams		2011.11.03			91	0-1	1.17.2	Porto Carras GRE		Jones,I	2282	Wales	twic887.pgn	B06
Pleasants,A	2089	2011.11.03	A46	18th European Teams		2011.11.03			58	1-0	1.17.3	Porto Carras GRE		Marin,Mi	2534	Romania	twic887.pgn	A46
Szabo,G ROM	2553	2011.11.03	B94	18th European Teams		2011.11.03			53	0-1	1.17.4	Porto Carras GRE		Young,Al	2042	Wales	twic887.pgn	B94
Ivanisevic,I	2636	2011.11.03	B40	18th European Teams		2011.11.03			101	0-1	1.18.1	Porto Carras GRE		Jeitz,C	2171	Luxembourg	twic887.pgn	B40
Schartz,A	2160	2011.11.03	B01	18th European Teams		2011.11.03			86	1-0	1.18.2	Porto Carras GRE		Solak,D	2629	Serbia	twic887.pgn	B01
Damljanovic,B	2597	2011.11.03	B23	18th European Teams		2011.11.03			79	0-1	1.18.3	Porto Carras GRE		Mossong,H	2119	Luxembourg	twic887.pgn	B23
Steil Antoni,F	2104	2011.11.03	C75	18th European Teams		2011.11.03			76	1-0	1.18.4	Porto Carras GRE		Kovacevic,A	2563	Serbia	twic887.pgn	C75
Bryan-Vissi,Mark	1808	2011.11.03	E10	18th European Teams		2011.11.03			52	1-0	1.19.1	Porto Carras GRE		Banikas,H	2620	Greece	twic887.pgn	E10
Mastrovasilis,D	2621	2011.11.03	B23	18th European Teams		2011.11.03			87	0-1	1.19.2	Porto Carras GRE		Aristotelous,V	1921	Cyprus	twic887.pgn	B23
Boulos,Vrachimis	0	2011.11.03	C00	18th European Teams		2011.11.03			62	1-0	1.19.3	Porto Carras GRE		Papaioannou,I	2600	Greece	twic887.pgn	C00
Halkias,S	2593	2011.11.03	E04	18th European Teams		2011.11.03			61	0-1	1.19.4	Porto Carras GRE		Constantinou,Pa	2068	Cyprus	twic887.pgn	E04
Svidler,P	2755	2011.11.04	D80	18th European Teams		2011.11.03			91	0-1	2.1.1	Porto Carras GRE		Navara,D	2724	Czech Republic	twic887.pgn	D80
Laznicka,V	2703	2011.11.04	B12	18th European Teams		2011.11.03			82	1-0	2.1.2	Porto Carras GRE		Grischuk,A	2752	Russia	twic887.pgn	B12
Karjakin,Sergey	2763	2011.11.04	A20	18th European Teams		2011.11.03			60	1/2-1/2	2.1.3	Porto Carras GRE		Hracek,Z	2628	Czech Republic	twic887.pgn	A20
Stocek,J	2600	2011.11.04	A29	18th European Teams		2011.11.03			70	1-0	2.1.4	Porto Carras GRE		Nepomniachtchi,I	2730	Russia	twic887.pgn	A29
Topalov,V	2768	2011.11.04	D37	18th European Teams		2011.11.03			58	1/2-1/2	2.2.1	Porto Carras GRE		Ivanchuk,V	2775	Ukraine	twic887.pgn	D31
Ponomariov,R	2723	2011.11.04	E00	18th European Teams		2011.11.03			49	1/2-1/2	2.2.2	Porto Carras GRE		Cheparinov,I	2650	Bulgaria	twic887.pgn	E00
Delchev,A	2629	2011.11.04	B08	18th European Teams		2011.11.03			143	1/2-1/2	2.2.3	Porto Carras GRE		Moiseenko,A1	2715	Ukraine	twic887.pgn	B08
Efimenko,Z	2702	2011.11.04	E15	18th European Teams		2011.11.03			75	1/2-1/2	2.2.4	Porto Carras GRE		Georgiev,Ki	2666	Bulgaria	twic887.pgn	E15
Radjabov,T	2781	2011.11.04	D37	18th European Teams		2011.11.03			50	1/2-1/2	2.3.1	Porto Carras GRE		Aronian,L	2802	Armenia	twic887.pgn	D37
Movsesian,S	2710	2011.11.04	D15	18th European Teams		2011.11.03			104	1-0	2.3.2	Porto Carras GRE		Gashimov,V	2757	Azerbaidjan	twic887.pgn	D15
Mamedyarov,S	2733	2011.11.04	A15	18th European Teams		2011.11.03			47	1/2-1/2	2.3.3	Porto Carras GRE		Akopian,Vl	2681	Armenia	twic887.pgn	A15
Sargissian,G	2671	2011.11.04	C67	18th European Teams		2011.11.03			88	1-0	2.3.4	Porto Carras GRE		Guseinov,G	2636	Azerbaidjan	twic887.pgn	C67
Leko,P	2720	2011.11.04	C45	18th European Teams		2011.11.03			43	1/2-1/2	2.4.1	Porto Carras GRE		Stevic,H	2612	Croatia	twic887.pgn	C45
Saric,Iv	2648	2011.11.04	C78	18th European Teams		2011.11.03			50	1/2-1/2	2.4.2	Porto Carras GRE		Almasi,Z	2707	Hungary	twic887.pgn	C78
Balogh,C	2662	2011.11.04	C67	18th European Teams		2011.11.03			28	1/2-1/2	2.4.3	Porto Carras GRE		Palac,M	2580	Croatia	twic887.pgn	C67
Brkic,A	2605	2011.11.04	D83	18th European Teams		2011.11.03			100	1/2-1/2	2.4.4	Porto Carras GRE		Gyimesi,Z	2652	Hungary	twic887.pgn	D83
Banikas,H	2620	2011.11.04	B47	18th European Teams		2011.11.03			118	1/2-1/2	2.5.1	Porto Carras GRE		Adams,Mi	2734	England	twic887.pgn	B47
Short,N	2698	2011.11.04	B11	18th European Teams		2011.11.03			50	1-0	2.5.2	Porto Carras GRE		Mastrovasilis,D	2621	Greece	twic887.pgn	B11
Papaioannou,I	2600	2011.11.04	B01	18th European Teams		2011.11.03			101	0-1	2.5.3	Porto Carras GRE		Howell,D	2633	England	twic887.pgn	B01
Jones,G	2635	2011.11.04	E92	18th European Teams		2011.11.03			83	0-1	2.5.4	Porto Carras GRE		Halkias,S	2593	Greece	twic887.pgn	E92
Rodshtein,M	2645	2011.11.04	B13	18th European Teams		2011.11.03			64	1/2-1/2	2.6.1	Porto Carras GRE		Naiditsch,A	2712	Germany	twic887.pgn	B13
Meier,Geo	2659	2011.11.04	C11	18th European Teams		2011.11.03			60	1/2-1/2	2.6.2	Porto Carras GRE		Sutovsky,E	2696	Israel	twic887.pgn	C11
Smirin,I	2670	2011.11.04	E60	18th European Teams		2011.11.03			39	1/2-1/2	2.6.3	Porto Carras GRE		Fridman,D	2661	Germany	twic887.pgn	E60
Buhmann,R	2612	2011.11.04	D11	18th European Teams		2011.11.03			65	1/2-1/2	2.6.4	Porto Carras GRE		Postny,E	2640	Israel	twic887.pgn	D11
Vallejo Pons,F	2705	2011.11.04	C15	18th European Teams		2011.11.03			59	1/2-1/2	2.7.1	Porto Carras GRE		Ivanisevic,I	2636	Serbia	twic887.pgn	C15
Solak,D	2629	2011.11.04	B12	18th European Teams		2011.11.03			66	1-0	2.7.2	Porto Carras GRE		Shirov,A	2705	Spain	twic887.pgn	B12
Salgado Lopez,I	2621	2011.11.04	A34	18th European Teams		2011.11.03			66	1/2-1/2	2.7.3	Porto Carras GRE		Damljanovic,B	2597	Serbia	twic887.pgn	A34
Perunovic,Mil	2576	2011.11.04	D45	18th European Teams		2011.11.03			110	1/2-1/2	2.7.4	Porto Carras GRE		Arizmendi Martinez,J	2568	Spain	twic887.pgn	D45
Lupulescu,C	2657	2011.11.04	D37	18th European Teams		2011.11.03			38	1-0	2.8.1	Porto Carras GRE		Yilmaz,M	2515	Turkey	twic887.pgn	D37
Can,E	2465	2011.11.04	E71	18th European Teams		2011.11.03			70	1-0	2.8.2	Porto Carras GRE		Parligras,M	2650	Romania	twic887.pgn	E71
Vajda,Le	2584	2011.11.04	C88	18th European Teams		2011.11.03			75	0-1	2.8.3	Porto Carras GRE		Firat,B	2393	Turkey	twic887.pgn	C88
Sanal,V	2275	2011.11.04	A46	18th European Teams		2011.11.03			62	1-0	2.8.4	Porto Carras GRE		Marin,Mi	2534	Romania	twic887.pgn	A46
Sulskis,S	2577	2011.11.04	E04	18th European Teams		2011.11.03			72	1/2-1/2	2.9.1	Porto Carras GRE		Bacrot,E	2714	France	twic887.pgn	E04
Fressinet,L	2700	2011.11.04	A04	18th European Teams		2011.11.03			61	0-1	2.9.2	Porto Carras GRE		Zagorskis,D	2497	Lithuania	twic887.pgn	E60
Labeckas,K	2410	2011.11.04	C05	18th European Teams		2011.11.03			156	1-0	2.9.3	Porto Carras GRE		Istratescu,A	2627	France	twic887.pgn	C05
Bauer,Ch	2641	2011.11.04	C00	18th European Teams		2011.11.03			85	0-1	2.9.4	Porto Carras GRE		Klabis,R	2100	Lithuania	twic887.pgn	C00
Giri,A	2714	2011.11.04	A07	18th European Teams		2011.11.03			79	0-1	2.10.1	Porto Carras GRE		Tikkanen,H	2586	Sweden	twic887.pgn	A07
Grandelius,N	2543	2011.11.04	E04	18th European Teams		2011.11.03			112	1/2-1/2	2.10.2	Porto Carras GRE		Van Wely,L	2686	Netherlands	twic887.pgn	E04
Sokolov,Ivan	2646	2011.11.04	C45	18th European Teams		2011.11.03			92	1-0	2.10.3	Porto Carras GRE		Carlsson,P	2502	Sweden	twic887.pgn	C45
Brynell,S	2486	2011.11.04	C14	18th European Teams		2011.11.03			78	1-0	2.10.4	Porto Carras GRE		Stellwagen,D	2627	Netherlands	twic887.pgn	C14
Nyback,T	2631	2011.11.04	D97	18th European Teams		2011.11.03			80	1-0	2.11.1	Porto Carras GRE		Wojtaszek,R	2705	Poland	twic887.pgn	D97
Socko,B	2635	2011.11.04	E11	18th European Teams		2011.11.03			83	0-1	2.11.2	Porto Carras GRE		Sammalvuo,T	2492	Finland	twic887.pgn	E11
Agopov,M	2450	2011.11.04	B31	18th European Teams		2011.11.03			54	1-0	2.11.3	Porto Carras GRE		Bartel,Mat	2653	Poland	twic887.pgn	B31
Miton,K	2622	2011.11.04	B30	18th European Teams		2011.11.03			73	0-1	2.11.4	Porto Carras GRE		Karttunen,M	2434	Finland	twic887.pgn	B30
Jobava,Ba	2678	2011.11.04	B22	18th European Teams		2011.11.03			77	0-1	2.12.1	Porto Carras GRE		Bryan-Vissi,Mark	1808	Cyprus	twic887.pgn	B22
Aristotelous,V	1921	2011.11.04	E62	18th European Teams		2011.11.03			66	1-0	2.12.2	Porto Carras GRE		Pantsulaia,L	2588	Georgia	twic887.pgn	E62
Mchedlishvili,M	2636	2011.11.04	A21	18th European Teams		2011.11.03			43	0-1	2.12.3	Porto Carras GRE		Boulos,Vrachimis	0	Cyprus	twic887.pgn	A21
Constantinou,Pa	2068	2011.11.04	E60	18th European Teams		2011.11.03			61	1-0	2.12.4	Porto Carras GRE		Gagunashvili,M	2577	Georgia	twic887.pgn	E60
Jeitz,C	2171	2011.11.04	D72	18th European Teams		2011.11.03			66	1-0	2.13.1	Porto Carras GRE		Bologan,V	2665	Moldova	twic887.pgn	D71
Iordachescu,V	2648	2011.11.04	C58	18th European Teams		2011.11.03			47	0-1	2.13.2	Porto Carras GRE		Schartz,A	2160	Luxembourg	twic887.pgn	C58
Mossong,H	2119	2011.11.04	A41	18th European Teams		2011.11.03			82	1-0	2.13.3	Porto Carras GRE		Svetushkin,D	2621	Moldova	twic887.pgn	B00
Hamitevici,V	2428	2011.11.04	B51	18th European Teams		2011.11.03			97	0-1	2.13.4	Porto Carras GRE		Steil Antoni,F	2104	Luxembourg	twic887.pgn	B51
Beliavsky,A	2617	2011.11.04	A07	18th European Teams		2011.11.03			69	0-1	2.14.1	Porto Carras GRE		Danielsen,Hen	2542	Iceland	twic887.pgn	A07
Gretarsson,Hj	2452	2011.11.04	E16	18th European Teams		2011.11.03			84	1-0	2.14.2	Porto Carras GRE		Lenic,L	2634	Slovenia	twic887.pgn	E16
Borisek,J	2541	2011.11.04	D71	18th European Teams		2011.11.03			55	1/2-1/2	2.14.3	Porto Carras GRE		Thorfinnsson,Br	2421	Iceland	twic887.pgn	D71
Thorfinnsson,Bj	2402	2011.11.04	D45	18th European Teams		2011.11.03			108	1/2-1/2	2.14.4	Porto Carras GRE		Sebenik,M	2518	Slovenia	twic887.pgn	D45
Williams,AH	2353	2011.11.04	C72	18th European Teams		2011.11.03			70	1-0	2.15.1	Porto Carras GRE		Caruana,F	2727	Italy	twic887.pgn	C72
Dvirnyy,D	2475	2011.11.04	E98	18th European Teams		2011.11.03			56	1/2-1/2	2.15.2	Porto Carras GRE		Kett,T	2184	Wales	twic887.pgn	E98
Pleasants,A	2089	2011.11.04	B06	18th European Teams		2011.11.03			68	1-0	2.15.3	Porto Carras GRE		Brunello,S	2575	Italy	twic887.pgn	B06
Rombaldoni,Ax	2459	2011.11.04	C13	18th European Teams		2011.11.03			61	0-1	2.15.4	Porto Carras GRE		Young,Al	2042	Wales	twic887.pgn	C13
Miezis,N	2547	2011.11.04	E00	18th European Teams		2011.11.03			95	1/2-1/2	2.16.1	Porto Carras GRE		Ragger,M	2662	Austria	twic887.pgn	E00
Kindermann,S	2519	2011.11.04	C01	18th European Teams		2011.11.03			26	1/2-1/2	2.16.2	Porto Carras GRE		Sveshnikov,E	2514	Latvia	twic887.pgn	C01
Neiksans,A	2502	2011.11.04	A04	18th European Teams		2011.11.03			65	0-1	2.16.3	Porto Carras GRE		Shengelia,D	2551	Austria	twic887.pgn	A04
Kreisl,R	2415	2011.11.04	B12	18th European Teams		2011.11.03			84	1-0	2.16.4	Porto Carras GRE		Starostits,I	2456	Latvia	twic887.pgn	B12
Tate,A	2334	2011.11.04	A48	18th European Teams		2011.11.03			83	1/2-1/2	2.17.1	Porto Carras GRE		Hansen,SuB	2566	Denmark	twic887.pgn	A48
Rasmussen,A	2541	2011.11.04	D45	18th European Teams		2011.11.03			112	1-0	2.17.2	Porto Carras GRE		Morrison,G SCO	2339	Scotland	twic887.pgn	D45
Muir,A	2311	2011.11.04	B63	18th European Teams		2011.11.03			56	1-0	2.17.3	Porto Carras GRE		Aagaard,J	2522	Denmark	twic887.pgn	B63
Glud,J	2497	2011.11.04	D35	18th European Teams		2011.11.03			229	1/2-1/2	2.17.4	Porto Carras GRE		Mitchell,M	2215	Scotland	twic887.pgn	D35
Lie,K	2560	2011.11.04	A41	18th European Teams		2011.11.03			81	1/2-1/2	2.18.1	Porto Carras GRE		Pelletier,Y	2581	Switzerland	twic887.pgn	A41
Korchnoi,V	2567	2011.11.04	E00	18th European Teams		2011.11.03			64	1/2-1/2	2.18.2	Porto Carras GRE		Elsness,F	2506	Norway	twic887.pgn	E00
Johannessen,LE	2515	2011.11.04	C63	18th European Teams		2011.11.03			24	1/2-1/2	2.18.3	Porto Carras GRE		Gallagher,Jo	2500	Switzerland	twic887.pgn	C63
Forster,Ri	2458	2011.11.04	A05	18th European Teams		2011.11.03			55	1/2-1/2	2.18.4	Porto Carras GRE		Getz,N	2369	Norway	twic887.pgn	A05
Djukic,Ni	2493	2011.11.04	D82	18th European Teams		2011.11.03			50	1/2-1/2	2.19.1	Porto Carras GRE		Georgiev,Vl	2553	FYROM	twic887.pgn	D82
Colovic,A	2451	2011.11.04	A61	18th European Teams		2011.11.03			51	1/2-1/2	2.19.2	Porto Carras GRE		Blagojevic,Dr	2514	Montenegro	twic887.pgn	A70
Kosic,D	2502	2011.11.04	C00	18th European Teams		2011.11.03			57	0-1	2.19.3	Porto Carras GRE		Pancevski,F	2442	FYROM	twic887.pgn	C00
Stanojoski,Z	2470	2011.11.04	B30	18th European Teams		2011.11.03			120	1/2-1/2	2.19.4	Porto Carras GRE		Kalezic,B	2461	Montenegro	twic887.pgn	B30
Radjabov,T	2781	2011.11.05	E98	18th European Teams		2011.11.03			54	1/2-1/2	3.1.1	Porto Carras GRE		Banikas,H	2620	Greece	twic887.pgn	E98
Mastrovasilis,D	2621	2011.11.05	B13	18th European Teams		2011.11.03			205	1/2-1/2	3.1.2	Porto Carras GRE		Gashimov,V	2757	Azerbaidjan	twic887.pgn	B13
Mamedyarov,S	2733	2011.11.05	A48	18th European Teams		2011.11.03			93	0-1	3.1.3	Porto Carras GRE		Papaioannou,I	2600	Greece	twic887.pgn	A48
Nikolaidis,I	2554	2011.11.05	B17	18th European Teams		2011.11.03			130	1-0	3.1.4	Porto Carras GRE		Safarli,E	2630	Azerbaidjan	twic887.pgn	B17
Vallejo Pons,F	2705	2011.11.05	A20	18th European Teams		2011.11.03			42	1/2-1/2	3.2.1	Porto Carras GRE		Lupulescu,C	2657	Romania	twic887.pgn	A20
Parligras,M	2650	2011.11.05	B12	18th European Teams		2011.11.03			98	1-0	3.2.2	Porto Carras GRE		Shirov,A	2705	Spain	twic887.pgn	B12
Salgado Lopez,I	2621	2011.11.05	C69	18th European Teams		2011.11.03			76	1/2-1/2	3.2.3	Porto Carras GRE		Vajda,Le	2584	Romania	twic887.pgn	C69
Szabo,G ROM	2553	2011.11.05	E30	18th European Teams		2011.11.03			80	1-0	3.2.4	Porto Carras GRE		Arizmendi Martinez,J	2568	Spain	twic887.pgn	E30
Giri,A	2714	2011.11.05	D37	18th European Teams		2011.11.03			32	1/2-1/2	3.3.1	Porto Carras GRE		Svidler,P	2755	Russia	twic887.pgn	D37
Grischuk,A	2752	2011.11.05	E60	18th European Teams		2011.11.03			38	1/2-1/2	3.3.2	Porto Carras GRE		Van Wely,L	2686	Netherlands	twic887.pgn	E60
